Tag,Given Sample Name,Sample Type,Latitude (N),Longitude (E),Geohash,MAAT,MAF,pH,IIIa5,IIIa6,IIIb5,IIIb6,IIIc5,IIIc6,IIa5,IIa6,IIb5,IIb6,IIc5,IIc6,Ia,Ib,Ic,Reference,Citation No.,DOI
07CAd2fved33,PerezAngel_2020 Colombia-EC21 250033,Soil,5.200383333,-74.72491667,d2fved,21.65442583,21.65442583,5.72,0.00150276,0.000804799,0,0,0,0,0.085677082,0.02698961,0.005350175,0.002257926,0.002195692,0,0.775286082,0.076229,0.023706875,Pérez-Angel et al. (2020),33,10.1029/2020GC008941
07CBd2fved33,PerezAngel_2020 Colombia-EC22 250033,Soil,5.200383333,-74.72491667,d2fved,21.65442583,21.65442583,5.83,0.002822601,0.001604541,0.000514782,7.92713E-05,0.000177598,0,0.137142815,0.035661397,0.014441579,0.008983063,0.003448875,0,0.613417474,0.16481154,0.016894465,Pérez-Angel et al. (2020),33,10.1029/2020GC008941
07CCd2gnc633,PerezAngel_2020 Colombia-EC23 250034,Soil,5.418283333,-74.46631667,d2gnc6,24.13753583,24.13753583,6.2,0.005362221,0.004204763,0.001465188,0.000943213,0.000103516,0.000123919,0.059521583,0.044131566,0.033989505,0.025164574,0.002603168,0.002009353,0.499094693,0.254184958,0.06709778,Pérez-Angel et al. (2020),33,10.1029/2020GC008941
07CDd2gnc633,PerezAngel_2020 Colombia-EC24 250034,Soil,5.418283333,-74.46631667,d2gnc6,24.13753583,24.13753583,7.08,0.004749878,0.007079076,0.001226015,0.000651584,7.70071E-05,0.000115096,0.091790044,0.077046221,0.028127026,0.023627576,0.00259458,0.002298629,0.467225085,0.236491289,0.056900896,Pérez-Angel et al. (2020),33,10.1029/2020GC008941
07CEd2fuy333,PerezAngel_2020 Colombia-EC25 250035,Soil,5.06015,-74.6009,d2fuy3,22.83461583,22.83461583,5.5,0.000689805,0.00091215,0,0,0,0,0.048191205,0.017296893,0.002471969,0.002413094,0,0,0.846582523,0.059733548,0.021708815,Pérez-Angel et al. (2020),33,10.1029/2020GC008941
07CFd2fuy333,PerezAngel_2020 Colombia-EC26 250035,Soil,5.06015,-74.6009,d2fuy3,22.83461583,22.83461583,5.9,0.00092314,0.000768332,0,0,0,0,0.050081861,0.012999798,0.00170036,0.001827224,0,0,0.852340147,0.043723627,0.035635511,Pérez-Angel et al. (2020),33,10.1029/2020GC008941
07D0d2gj4k33,PerezAngel_2020 Colombia-EC27 250036,Soil,5.122066667,-74.42948333,d2gj4k,24.6094325,24.6094325,7.43,0.0090875,0.003711601,0.002815289,0.002542529,0.000300881,0.00028557,0.080959422,0.066065777,0.037277225,0.064630392,0.005148398,0.006346112,0.268250944,0.372282961,0.080295399,Pérez-Angel et al. (2020),33,10.1029/2020GC008941
07D1d2gj4k33,PerezAngel_2020 Colombia-EC28 250036,Soil,5.122066667,-74.42948333,d2gj4k,24.6094325,24.6094325,7.57,0.00858672,0.008464841,0.002489878,0.004212484,0,0,0.072048273,0.084370204,0.036247872,0.071638547,0.004375082,0.007546636,0.283541932,0.335935933,0.080541598,Pérez-Angel et al. (2020),33,10.1029/2020GC008941
07D2d2gh5u33,PerezAngel_2020 Colombia-EC29 250037,Soil,4.947916667,-74.36591667,d2gh5u,20.13196833,20.13196833,5.54,0.002096698,0.002687786,8.45616E-05,0.000145481,0.000195038,0,0.120484405,0.079117802,0.005769081,0.00520273,0.000813526,0,0.713233402,0.053895818,0.016273672,Pérez-Angel et al. (2020),33,10.1029/2020GC008941
07D3d2gh5u33,PerezAngel_2020 Colombia-EC30 250037,Soil,4.947916667,-74.36591667,d2gh5u,20.13196833,20.13196833,5.87,0.002636518,0.00164538,0.000431428,0.000756481,0.002637007,0,0.094697179,0.030438167,0.006967414,0.001940699,0.008614025,0,0.801551029,0.03065545,0.017029224,Pérez-Angel et al. (2020),33,10.1029/2020GC008941
07D4d2ghhg33,PerezAngel_2020 Colombia-EC31 250038,Soil,4.941283333,-74.31168333,d2ghhg,15.60529,15.60529,5.59,0.010017365,0.001666939,7.1277E-05,6.99635E-05,0.000109175,0,0.331455326,0.042154648,0.002728001,0.00092242,0.000613782,0,0.579571015,0.02480775,0.005812338,Pérez-Angel et al. (2020),33,10.1029/2020GC008941
07D5d2ghhg33,PerezAngel_2020 Colombia-EC32 250038,Soil,4.941283333,-74.31168333,d2ghhg,15.60529,15.60529,5.07,0.009065314,0.001533347,6.66461E-05,9.32069E-05,0.000142244,0,0.308700778,0.037885657,0.002534977,0.001039512,0.000624964,0,0.610321121,0.022491287,0.005500948,Pérez-Angel et al. (2020),33,10.1029/2020GC008941
07D6d2ghhg33,PerezAngel_2020 Colombia-EC33 250038,Soil,4.941283333,-74.31168333,d2ghhg,15.60529,15.60529,5.21,0.009755039,0.00182848,0.000372677,0.000686621,0.002259635,0,0.311535,0.036964999,0.003133088,0.001122382,0.001170372,0,0.603949293,0.022032722,0.005189691,Pérez-Angel et al. (2020),33,10.1029/2020GC008941
07D7d2gkt533,PerezAngel_2020 Colombia-EC34 250039,Soil,5.0315,-73.95973333,d2gkt5,14.12493083,14.12493083,6.92,0.016644708,0.01435279,0.001694191,0.002606745,0.000877704,0.000412898,0.242288058,0.093866293,0.040693658,0.021422904,0.022596863,0.001563783,0.448606318,0.067687747,0.02468534,Pérez-Angel et al. (2020),33,10.1029/2020GC008941
07D8d2gkt533,PerezAngel_2020 Colombia-EC35 250039,Soil,5.0315,-73.95973333,d2gkt5,14.12493083,14.12493083,6.91,0.020461046,0.022402894,0.002192164,0.004866879,0.000726146,0.000856953,0.227491204,0.146119674,0.037646291,0.051796627,0.008993391,0.002907526,0.343596518,0.102849252,0.027093435,Pérez-Angel et al. (2020),33,10.1029/2020GC008941
07D9d2gkt533,PerezAngel_2020 Colombia-EC36 250039,Soil,5.0315,-73.95973333,d2gkt5,14.12493083,14.12493083,6.39,0.019212895,0.01585516,0.000760353,0.002225594,0,0,0.317914064,0.147792429,0.0216195,0.031302615,0.001561644,0.001496928,0.329700465,0.086860391,0.023697962,Pérez-Angel et al. (2020),33,10.1029/2020GC008941
07DAwt3pgd34,DH1-2TU CL,Soil,30.91,114.07,wt3pgd,16,16,NA,0.029666592,0.013106407,0.001525628,0.003281155,0.000232275,0.000535817,0.113090174,0.073567448,0.043246525,0.04208066,0.0025062,0.00355487,0.357914589,0.271905886,0.043785773,Qian et al. (2019),34,10.1016/j.orggeochem.2018.12.007
07DBwt3pgd34,DH2-2TU CL,Soil,30.91,114.07,wt3pgd,16,16,NA,0.015181098,0.037007842,0.001566416,0.00511359,0,0,0.13967176,0.155307624,0.022746382,0.05497615,0.003828119,0.003393565,0.405008489,0.1375859,0.018613065,Qian et al. (2019),34,10.1016/j.orggeochem.2018.12.007
07DCwt3pgd34,DH3-1TU CL,Soil,30.91,114.07,wt3pgd,16,16,NA,0.018882522,0.013488022,0.000738934,0.001794148,0,0,0.193451714,0.077827024,0.015343157,0.021295049,0.001013375,0.001387096,0.557865177,0.088288397,0.008625385,Qian et al. (2019),34,10.1016/j.orggeochem.2018.12.007
07DDwt3pgd34,DH4-1TU CL,Soil,30.91,114.07,wt3pgd,16,16,NA,0.037125864,0.100964012,0.002064627,0.005813391,0,0,0.132685045,0.272019311,0.026110361,0.060123691,0.003168673,0.003552282,0.245525342,0.097829646,0.013017755,Qian et al. (2019),34,10.1016/j.orggeochem.2018.12.007
07DEwt3pgd34,DH050TU CL,Soil,30.91,114.07,wt3pgd,16,16,NA,0.008057454,0.016440673,0,0,0,0,0.099609381,0.149296019,0.011090954,0.020391695,0,0,0.599189473,0.081802885,0.014121466,Qian et al. (2019),34,10.1016/j.orggeochem.2018.12.007
07DFwt3pgd34,DH_avg,Lacustrine,30.91,114.07,wt3pgd,16,16,8.5,0.05878425,0.051327845,0.009310804,0.007651136,0.001613006,0.000729699,0.168472686,0.124395116,0.114849343,0.059167288,0.014752736,0.003447309,0.210235116,0.149611538,0.025652127,Qian et al. (2019),34,10.1016/j.orggeochem.2018.12.007
07E0wt3pgd34,DH-S-6 CL,Lacustrine,30.91,114.07,wt3pgd,16,16,8.31,0.050216621,0.051890508,0.007286333,0.004529342,0,0,0.168373375,0.137455691,0.094870028,0.053810555,0.012997243,0.003938558,0.258221741,0.134354076,0.022055928,Qian et al. (2019),34,10.1016/j.orggeochem.2018.12.007
07E1wt3pgd34,DH-S-7 CL,Lacustrine,30.91,114.07,wt3pgd,16,16,7.9,0.055167302,0.045637442,0.009212198,0.004129606,0.003600169,0.003070733,0.14707751,0.154807285,0.097522236,0.071897501,0.013341804,0.008259212,0.236658196,0.125794155,0.023824651,Qian et al. (2019),34,10.1016/j.orggeochem.2018.12.007
07E2wt3pgd34,DH-S-9 CL,Lacustrine,30.91,114.07,wt3pgd,16,16,8.19,0.014708754,0.046458977,0.0012422,0.007377359,0.002780874,0,0.164362914,0.144914766,0.190999234,0.015202876,0.009112533,0.004596486,0.218740418,0.170734995,0.008767615,Qian et al. (2019),34,10.1016/j.orggeochem.2018.12.007
07E3wt3pgd34,DH-S-10 CL,Lacustrine,30.91,114.07,wt3pgd,16,16,8.02,0.020583324,0.100592214,0.00360974,0.008402705,0.001105145,0.001309356,0.064476798,0.310743931,0.042103619,0.115998174,0.005940154,0.002822925,0.20655399,0.103415138,0.012342787,Qian et al. (2019),34,10.1016/j.orggeochem.2018.12.007
07E4wt3pgd34,DH-S-11 CL,Lacustrine,30.91,114.07,wt3pgd,16,16,7.39,0.039351343,0.080514679,0.007293726,0.007989238,0.001244601,0,0.129200527,0.188538692,0.079919833,0.078876565,0.010936013,0.003752105,0.219992313,0.130737975,0.02165239,Qian et al. (2019),34,10.1016/j.orggeochem.2018.12.007
07E5wt3pgd34,DH-S-12 CL,Lacustrine,30.91,114.07,wt3pgd,16,16,8.46,0.044496541,0.057634279,0.006580474,0.006638503,0.001265029,0,0.144724015,0.157409127,0.089677824,0.073812729,0.012429785,0.003539761,0.233357319,0.14166009,0.026774523,Qian et al. (2019),34,10.1016/j.orggeochem.2018.12.007
07E6wt3pgd34,DH-S-1 CL,Lacustrine,30.91,114.07,wt3pgd,16,16,8.55,0.054628319,0.053241239,0.008396082,0.007093925,0.001704127,0.000877541,0.166970503,0.131540508,0.105757799,0.070542943,0.015082376,0.003153485,0.214476589,0.141986073,0.024548491,Qian et al. (2019),34,10.1016/j.orggeochem.2018.12.007
07E7wt3pgd34,DH-S-2 CL,Lacustrine,30.91,114.07,wt3pgd,16,16,9.13,0.047745039,0.048153939,0.008153939,0.007817198,0.002573662,0,0.148310283,0.138929645,0.102369212,0.067636801,0.012363199,0.005003007,0.237570655,0.147660854,0.025712568,Qian et al. (2019),34,10.1016/j.orggeochem.2018.12.007
07E8wt3pgd34,DH-S-3 CL,Lacustrine,30.91,114.07,wt3pgd,16,16,8.74,0.048317013,0.050734394,0.008200734,0.007298042,0.002340881,0.001040392,0.145960832,0.14869951,0.09749082,0.067564259,0.014274786,0.003595471,0.22995716,0.148821909,0.025703794,Qian et al. (2019),34,10.1016/j.orggeochem.2018.12.007
07E9wt3pgd34,DH-S-4 CL,Lacustrine,30.91,114.07,wt3pgd,16,16,10.22,0.04763402,0.069721742,0.009511083,0.015013363,0,0,0.143845307,0.165540009,0.086149976,0.070900802,0.021301682,0.007231567,0.209008018,0.126159409,0.027983022,Qian et al. (2019),34,10.1016/j.orggeochem.2018.12.007
07EAwt3pgd34,DH-S-5 CL,Lacustrine,30.91,114.07,wt3pgd,16,16,9.07,0.05394526,0.14012951,0.007961157,0.0257649,0.00261264,0,0.145839208,0.136750268,0.065332426,0.014993923,0.004001118,0.005898979,0.230559246,0.14153662,0.024674745,Qian et al. (2019),34,10.1016/j.orggeochem.2018.12.007
07EBf7rd2035,QPT-18-SS01B 0-0.5cm,Lacustrine,63.67769097,-68.19774801,f7rd20,-8.944454909,6.533630529,6.74,0.412554876,0.067560221,0.001768948,0.004660709,0.000396492,3.11452E-05,0.273292016,0.065203896,0.009588042,0.00410747,0.002090116,4.99239E-05,0.146023585,0.010871127,0.001801432,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
07ECfegn7235,BRO-18 SS01 0-1cm,Lacustrine,67.193005,-63.13819497,fegn72,-10.70754226,5.042873267,5.26,0.367600079,0.088090736,0.007917608,0.009175017,0.003420746,0.000312963,0.229668469,0.098913043,0.018446557,0.00855387,0.006821685,6.17719E-05,0.147388016,0.011249216,0.002380224,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
07EDfkwcrh35,CF8-17-4A-1U-01 0-2cm,Lacustrine,70.55817601,-68.94967798,fkwcrh,-12.17760263,3.917815608,5.38,0.402476703,0.051946964,0.001813468,0.005578367,0.000403511,3.45454E-06,0.276332496,0.081968521,0.01227187,0.007245272,0.001095665,3.42277E-05,0.151563597,0.006510626,0.000755257,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
07EEfkx3k035,CF3-17-1A-1U-01 0-2cm,Lacustrine,70.53273601,-68.36850498,fkx3k0,-12.87500001,3.433333337,6.19,0.488969956,0.055946575,0.002388485,0.003018291,0.000913531,0,0.227510825,0.072831447,0.009456148,0.001048196,0.001514652,0,0.131381686,0.004344944,0.000675264,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
07EFfkwcqt35,19SPT SS1 0-1cm,Lacustrine,70.56140003,-68.96257102,fkwcqt,-12.24296929,3.852448952,5.53,0.624495902,0.029313083,0.003380954,0.00557335,0,0,0.198042676,0.03428267,0.012701507,0.000470856,0.001017221,0,0.086799926,0.003822036,9.9819E-05,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
07F0fkbgvx35,19AFR-05 SS 0-2cm,Lacustrine,72.41947099,-77.44468899,fkbgvx,-18.08333324,0.600000024,5.99,0.621964042,0.051843547,0.001170435,0.000117359,0.000164286,0,0.183706941,0.063890364,0.003961761,0.000259133,0.00043773,0,0.068574742,0.003901821,7.84028E-06,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
07F1fefs0235,"BIR18-SS02A, 0-1cm",Lacustrine,66.80017596,-63.97076597,fefs02,-10.16323046,6.222379657,3.83,0.343381702,0.022078965,0.001609391,0.002948081,0.000637466,0,0.39389413,0.020632996,0.011003346,0.001448107,0.002234795,0,0.191127594,0.007863136,0.001140291,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
07F2fefs7835,"ARQ18-SS01, 0-2cm",Lacustrine,66.841313,-63.82736301,fefs78,-10.19773271,6.1878774,5.45,0.394907365,0.060693544,0.002191693,0.002347963,0.00030517,3.80968E-05,0.296747,0.091159464,0.008417458,0.002383471,0.001360174,1.3367E-05,0.13380262,0.00501197,0.000620645,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
07F3fkwcqt35,"ATA19-SS1, 0-1cm",Lacustrine,70.56337698,-68.97160504,fkwcqt,-12.27846303,3.816955204,5.15,0.575990689,0.020454852,0.00167609,0.004856795,0.000242785,0,0.226503353,0.029636489,0.005489939,0.000706368,0.00109635,0,0.126591619,0.006552907,0.000201763,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
07F4f6r6d035,"3LN19-SS1, baste",Lacustrine,58.10062196,-68.46436998,f6r6d0,-5.350000087,7.240000021,6.83,0.34777437,0.113043352,0.006612089,0.004542511,0.001349933,0.000918119,0.206974536,0.110746833,0.020811164,0.016198727,0.004296149,0.001012102,0.145086196,0.016137281,0.004496639,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
07F5fkbscx35,"BAF2-LON10 1C-1N-01, 0-0.5cm",Lacustrine,72.59593,-77.97643,fkbscx,-14.19166672,5.466666698,NA,0.376772496,0.074275202,0.004930011,0.004389485,0.001394643,9.91176E-05,0.246553373,0.092060006,0.020775613,0.005210313,0.003673487,6.62461E-05,0.154766752,0.012284663,0.002748592,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
07F6f7qmf735,"MDL-01, 0-1cm",Lacustrine,64.308611,-69.860833,f7qmf7,-9.608333309,5.024999976,NA,0.306269642,0.198503094,0.037067784,0.021500782,0.008882111,0.012167941,0.115773671,0.098179529,0.042644684,0.025457944,0.00617124,0.003124101,0.100033668,0.020310186,0.003913623,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
07F7f7w0hc35,"LDG-02, 0-1cm",Lacustrine,64.695649,-70.098817,f7w0hc,-9.741666545,5.025000006,NA,0.308562359,0.02407137,0.002822962,0.007366437,0.000436064,6.24365E-06,0.277345678,0.095513216,0.00913069,0.002052133,0.001343069,4.06749E-06,0.262526999,0.008042882,0.000775831,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
07F8f7rd0y35,"BRT16-3A-1U-01, 0-1cm",Lacustrine,63.668826,-68.165685,f7rd0y,-9.023689359,6.454396079,NA,0.406697216,0.075627031,0.004650774,0.003501411,0.001162824,5.68526E-05,0.227582517,0.090650914,0.017842498,0.005325041,0.004595365,0.000103586,0.144180592,0.014396872,0.003626505,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
07F9fs1f5935,"KEK10-1A-1N-01, 0-0.5cm",Lacustrine,67.857222,-64.875278,fs1f59,-10.05833345,3.425000027,5.82,0.266443548,0.038190435,0.002336981,0.005651746,0.000561486,5.14698E-05,0.32078274,0.06848304,0.008890562,0.003647937,0.001456933,2.03341E-05,0.271504718,0.010873939,0.001104132,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
07FAfecczn35,"SAL15-1C-1G-01, 0-0.5cm",Lacustrine,66.436493,-64.728315,fecczn,-10.27702476,5.164053295,NA,0.483701876,0.041826262,0.00301167,0.00091785,0.000473454,0,0.271276513,0.056483502,0.006105448,0.001467188,0.001168348,5.5295E-06,0.128796897,0.00428702,0.000478443,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
07FBfs1fc535,"KHL10-2B-1B-01, 0-0.5cm",Lacustrine,68.000317,-64.989134,fs1fc5,-10.05833345,3.425000027,6.22,0.619955336,0.037095856,0.001543187,0.002616804,6.36537E-05,5.31873E-05,0.198174459,0.043474103,0.00430445,0.003929166,0.000292824,5.03113E-06,0.086364706,0.001943921,0.000183314,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
07FCge81qj35,SVI19-LSS,Lacustrine,64.94001204,-22.23405998,ge81qj,2.5,5.457142857,6.75,0.343880385,0.125436843,0.006081615,0.003794371,0.000928495,0.000519923,0.222056915,0.102387355,0.028104189,0.014017736,0.006244851,0.000739731,0.117023934,0.021598903,0.007184755,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
07FDge74uu35,SYS19-LSS (0-1cm),Lacustrine,63.79035003,-18.06642199,ge74uu,4.8,4.8,7.36,0.312306478,0.101477968,0.004214382,0.004129527,0.000755615,0.000588595,0.24176611,0.107434371,0.028381513,0.014163381,0.005420192,0.000891497,0.126761257,0.041379593,0.01032952,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
07FEgeu8z935,"SVID19, LSS1 (0-1cm)",Lacustrine,66.23563098,-15.83312499,geu8z9,0.7,4.333333333,7.48,0.444860396,0.221019936,0.006719513,0.006951089,0.000638247,0.001537322,0.119381985,0.091378105,0.018648175,0.012266401,0.00275679,0.001150085,0.061445798,0.008071422,0.003174738,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
07FFget95y35,"HEID19, LSS (0-1cm)",Lacustrine,64.90155797,-14.597537,get95y,1.5,4.783333333,6.92,0.436464777,0.089248445,0.0043566,0.003532369,0.000696429,0.000278628,0.203113585,0.079822309,0.017974801,0.008832704,0.003996717,0.000479619,0.130565857,0.016151008,0.004486152,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
0800geubb635,"LVID19, LSS1 (0-1cm)",Lacustrine,66.24019501,-15.80359697,geubb6,1.7,5.3,6.67,0.300205297,0.103561209,0.005143605,0.004710934,0.000734829,0.000879256,0.240795862,0.109168234,0.028000748,0.020994475,0.005374379,0.002402624,0.144595211,0.025639318,0.00779402,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
0801g7x8bb35,"TORFW-LSS, 0-1cm (9/21/19)",Lacustrine,64.82073002,-23.16309303,g7x8bb,4.3,4.736363636,6.73,0.272618553,0.097150765,0.006633932,0.003284872,0.000635557,0.00030456,0.260454789,0.093633787,0.047128417,0.01550473,0.006634867,0.000559661,0.154206421,0.033194928,0.008054161,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
0802ge8np835,"HÖG19-LSS, 0-1cm (9/18/19)",Lacustrine,65.74666,-22.16449597,ge8np8,0.9,4.9,5.93,0.367213451,0.10747809,0.004172963,0.002540307,0.000647179,8.72776E-06,0.224430246,0.091666046,0.024125867,0.004614509,0.006043423,7.66947E-05,0.148613981,0.014912819,0.003455697,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
0803ge8kbv35,"BER19-LSS, 0-1cm (9/19/19)",Lacustrine,65.55142402,-22.10874097,ge8kbv,2.8,5.842857143,6.64,0.326006011,0.109970913,0.005638182,0.003000903,0.000593688,0.000536729,0.239529514,0.115238587,0.036553048,0.013919067,0.004077082,0.00083666,0.115721703,0.023330553,0.00504736,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
0804ge8npn35,"MARG19-LSS, 0-1cm (9/18/19)",Lacustrine,65.77661902,-22.18497799,ge8npn,0.9,4.9,5.77,0.37213695,0.106600529,0.004934796,0.00408482,0.00069387,9.69593E-05,0.226817382,0.093378653,0.022094728,0.004632305,0.004306821,0.000245123,0.145995988,0.011771757,0.002209319,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
0805ge2tpy35,LEI19-LSS (9/26/19),Lacustrine,64.19611604,-21.45363296,ge2tpy,3.7,5.8,6.95,0.349749569,0.101969016,0.005854729,0.002570596,0.000664143,0.000387439,0.236735772,0.092732684,0.027965664,0.011814476,0.005235653,0.000485765,0.133368823,0.023095479,0.007370192,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
0806g7xf1335,"SKJ19-LSS, 0-1cm (9/20/19)",Lacustrine,65.04646104,-22.79148102,g7xf13,3.9,6.125,6.89,0.272615863,0.13607382,0.008492075,0.004679642,0.000726607,0.000575723,0.220107562,0.122678552,0.056111358,0.018129311,0.00559973,0.000980383,0.122004384,0.025876799,0.005348191,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
0807geetrt35,"MAS19-LSS, 0-1cm (9/11/19)",Lacustrine,65.64047101,-17.24849802,geetrt,2,4.971428571,7.54,0.35679192,0.189692966,0.010741358,0.006305137,0.000676869,0.000972519,0.154845927,0.100192034,0.054774564,0.018744678,0.004724228,0.000778074,0.076449212,0.017630946,0.006679567,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
0808ge8sbj35,"MIDW-LSS, 0-1cm (9/22/19)",Lacustrine,65.55279999,-21.79263703,ge8sbj,1.2,5.2,6.27,0.468111025,0.088926829,0.006196185,0.002963325,0.000926722,0.000224262,0.215659152,0.064563263,0.035250602,0.004104267,0.004924447,0.000172577,0.089130386,0.014649172,0.004197785,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
0809g7xcg535,"SAU19-LSS2B, 0-1cm (9/20/19",Lacustrine,65.01403699,-22.71869198,g7xcg5,3.8,6.075,6.7,0.300987909,0.126501065,0.006871963,0.003447777,0.001136112,0.000242992,0.207013688,0.125964772,0.043383637,0.01832409,0.007536791,0.000570026,0.127790724,0.022350946,0.007877506,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
080Age8sbm35,"MIDE19-LSS, 0-1cm (9/_/19)",Lacustrine,65.55382401,-21.78050598,ge8sbm,1,4.933333333,6.36,0.359150839,0.098807501,0.009580838,0.003026877,0.005951313,0.000439359,0.204147201,0.064992897,0.04169639,0.006586795,0.016258723,0.00035814,0.153895236,0.023729706,0.011378187,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
080Bge37ub35,"VGHV19-LSS, 0-1cm (9/26/19)",Lacustrine,63.94327601,-20.52407898,ge37ub,4.7,4.7,7.11,0.267626683,0.194845288,0.007009063,0.010124201,0.000625003,0.00213186,0.174739801,0.128748061,0.034987184,0.03536761,0.004967682,0.00312193,0.102068365,0.026161179,0.007476091,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
080Cge8vbk35,BAE_SS,Lacustrine,65.720739,-21.433158,ge8vbk,2.4,5.514285714,7.4,0.513044639,0.040839934,0.009300423,0.005845897,0.00442108,0.000430866,0.238211377,0.012338055,0.041487716,0.001974963,0.015883092,0.000185581,0.086030464,0.01843029,0.011575624,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
080Dge8d5f35,HAK_SS,Lacustrine,65.051067,-21.6305,ge8d5f,3.6,5.9125,7.7,0.178428437,0.037798737,0.002922384,0.001270429,0.000844515,0.000225646,0.398282603,0.116983078,0.0175639,0.00624588,0.005525796,0.000527867,0.195215296,0.027251873,0.01091356,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
080Ege9xb135,TORF_SS,Lacustrine,66.060513,-20.382867,ge9xb1,2.2,5.342857143,6.96,0.242984087,0.085722859,0.005294685,0.002049729,0.000567689,0.000185209,0.310392018,0.150101881,0.027679291,0.006552005,0.003836173,0.000467031,0.1451658,0.015586935,0.003414608,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
080Fge8qzq35,SVG_SS,Lacustrine,65.907078,-21.821496,ge8qzq,1.1,5.15,NA,0.456882215,0.083114712,0.003126294,0.002165692,0.000487782,0.000365818,0.231647572,0.09880438,0.013584048,0.004168402,0.002096486,0.000628996,0.092585521,0.007991493,0.002350589,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
0810ge8ry335,HVL_SS,Lacustrine,66.060655,-21.867265,ge8ry3,1.1,5.2,NA,0.378315025,0.050129267,0.001092851,0.003472851,0.000276827,0.001795603,0.306298145,0.094782201,0.006981167,0.014184895,0.00261999,0.006407609,0.114384571,0.01121531,0.008043688,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
0811geb23c35,TRK_SS,Lacustrine,66.144538,-22.062062,geb23c,1,5.033333333,NA,0.524973218,0.077865124,0.00284089,0.001791305,0.000556998,0.000513766,0.229480724,0.076554245,0.003348745,0.003643944,0.000601077,0.000558289,0.074257501,0.002426456,0.000587718,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
0812ge8qbe35,SKF_SS,Lacustrine,65.892589,-22.116623,ge8qbe,0.5,4.55,NA,0.376830707,0.040420481,0.003158804,0.003220703,0.00085395,6.84425E-05,0.307343988,0.08220277,0.015937954,0.002572081,0.002500097,0.000785019,0.148887529,0.013418787,0.001798688,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
0813ge8jz535,GDD_SS,Lacustrine,65.715931,-22.191214,ge8jz5,0.7,4.7,5.58,0.344125458,0.065072475,0.003388054,0.005310983,0.001063625,7.63582E-05,0.295224589,0.114662971,0.01607987,0.00407599,0.004512687,0.001029052,0.132194818,0.010652364,0.002530707,Raberg et al. (2021),35,10.5194/bg-18-3579-2021
